data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
test,2018-10-02 21:30:04.825977,thanos::sroute:208c51a7-bfb4-4471-9e3a-4512060a9a3f,Carting,trip-153851580482569867,IND134203AAA,Naraingarh_Ward2DPP_D (Haryana),IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),2018-10-03 03:52:57.707521,2018-10-03 06:34:26.066261,161.0,True,36,2018-10-03 04:34:04,36.51212743907108,116.0,34.0,41.7729,3.411764705882353,14.0,7.0,9.9143,2.0
training,2018-09-13 17:47:10.061763,thanos::sroute:6f5d0135-589a-46ac-88ce-a85a9c2e30a2,FTL,trip-153686083006151615,IND606801AAB,Chetpet_Blmrgnst_D (Tamil Nadu),IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),2018-09-14 03:59:53.455607,2018-09-14 06:46:05.527239,166.0,True,44,2018-09-14 04:31:24,44.26830228356857,126.0,43.0,52.3245,2.9302325581395348,50.0,22.0,24.1445,2.272727272727273
training,2018-09-20 01:03:22.791923,thanos::sroute:9b70cded-5cbd-4493-9712-c8c5a71c2ca9,FTL,trip-153740085120543575,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-20 01:03:22.791923,2018-09-20 02:42:08.924287,98.0,False,37,2018-09-20 01:27:24,37.880015635366966,74.0,47.0,48.3666,1.574468085106383,38.0,27.0,25.2697,1.4074074074074074
training,2018-09-17 04:46:15.129577,thanos::sroute:d44be5bf-082c-4b40-93b7-b7596017f057,Carting,trip-153715957512927432,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-17 04:46:15.129577,2018-09-17 09:13:31.997578,267.0,True,36,2018-09-17 06:59:25,37.60624525878418,111.0,58.0,60.8546,1.913793103448276,15.0,17.0,17.7636,0.8823529411764706
test,2018-09-27 21:41:45.425778,thanos::sroute:6587bfb1-f715-4237-a145-b7c86f04c8a1,Carting,trip-153808450542539811,IND742401AAA,Ghanashyampur_NditaDPP_D (West Bengal),IND742102AAB,Berhampore_Central_I_2 (West Bengal),2018-09-28 05:15:18.846801,2018-09-28 12:08:43.620445,413.0,True,36,2018-09-28 05:31:58,36.554764474333936,173.0,61.0,53.858,2.836065573770492,89.0,44.0,38.0375,2.022727272727273
test,2018-09-29 05:28:44.252771,thanos::sroute:7d8d4fdc-06f6-47f6-85ae-fed146ebe40b,Carting,trip-153819892425252414,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND411014AAA,PNQ Vadgaon Sheri DPC (Maharashtra),2018-09-29 05:28:44.252771,2018-09-29 07:22:42.290080,113.0,True,18,2018-09-29 06:01:56,18.01491872610085,63.0,23.0,21.1668,2.739130434782609,23.0,10.0,10.8789,2.3
test,2018-09-29 19:01:07.752469,thanos::sroute:acdd40ff-873b-43b7-be09-5c2466135e50,Carting,trip-153824766775220524,IND560060AAB,Bengaluru_Kengeri_IP (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-29 19:01:07.752469,2018-09-29 21:13:12.635007,132.0,True,9,2018-09-29 19:53:31,9.633373618207656,9.0,9.0,9.7507,1.0,9.0,9.0,9.7507,1.0
training,2018-09-18 04:46:32.326075,thanos::sroute:25dd334d-e30d-4cfa-b6e8-192bcfe84fcc,FTL,trip-153724599232581942,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-18 17:08:33.516529,2018-09-20 16:52:46.409245,2864.0,True,770,2018-09-19 05:04:19,774.2245068921354,2070.0,716.0,950.3246,2.8910614525139664,27.0,23.0,32.7258,1.173913043478261
training,2018-09-14 17:28:17.634274,thanos::sroute:f7afcadf-d64f-4f8f-8c00-ce7a63f2c640,FTL,trip-153694610011270291,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND721306AAA,Kharagpur_DC (West Bengal),2018-09-14 17:28:17.634274,2018-09-15 02:06:37.571578,518.0,True,22,2018-09-15 00:59:55,22.194113025620897,44.0,25.0,28.1437,1.76,44.0,25.0,28.1437,1.76
test,2018-10-02 19:02:58.467438,thanos::sroute:04e2aa25-098e-4bb2-bf1e-38af19caeac1,Carting,trip-153850697846716487,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-10-02 19:02:58.467438,2018-10-02 21:08:55.793582,125.0,True,36,2018-10-02 19:35:30,36.27004225952355,60.0,52.0,42.7223,1.1538461538461535,21.0,16.0,16.038899999999998,1.3125
training,2018-09-14 00:14:08.935396,thanos::sroute:463e331a-fd38-44d5-b1f7-e2fa024b2739,FTL,trip-153688404893516756,IND423105AAA,Malegaon_Rawlgaon_D (Maharashtra),IND423301AAB,Satana_ThrbadRD_D (Maharashtra),2018-09-14 02:56:33.352753,2018-09-14 04:03:00.660375,66.0,True,22,2018-09-14 03:27:25,22.534855210301107,28.0,21.0,23.4935,1.3333333333333333,28.0,21.0,23.4935,1.3333333333333333
training,2018-09-16 19:48:23.071594,thanos::sroute:acd59ab0-2683-4ff4-9b73-889ec41c3849,FTL,trip-153712730307124753,IND515761AAA,Kalyandurg_Shankrpa_D (Andhra Pradesh),IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),2018-09-17 03:38:43.167807,2018-09-17 09:23:33.779404,344.0,True,22,2018-09-17 04:31:23,22.210986017778197,41.0,21.0,22.8157,1.9523809523809523,41.0,21.0,22.8157,1.9523809523809523
training,2018-09-16 01:54:44.421610,thanos::sroute:23407a3a-23cc-4a66-a0ef-9242e51097dc,Carting,trip-153706289061926018,IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-16 04:42:17.907830,2018-09-16 06:41:21.845104,119.0,True,18,2018-09-16 05:33:21,18.89873987728873,62.0,19.0,22.7445,3.263157894736842,29.0,8.0,11.0351,3.625
training,2018-09-22 02:20:06.469989,thanos::sroute:951d77aa-4725-4c4e-882d-42acc35b3303,FTL,trip-153758280646960295,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-22 02:20:06.469989,2018-09-23 13:57:03.933612,2136.0,True,66,2018-09-23 11:54:03,66.00791667017162,121.0,56.0,69.31219999999999,2.1607142857142856,52.0,15.0,22.3757,3.466666666666667
test,2018-09-30 18:54:52.200512,thanos::sroute:42a015a2-fd46-490b-aca0-4cc8ba7e3d4f,Carting,trip-153833369220023483,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-30 18:54:52.200512,2018-10-01 00:04:59.118332,310.0,True,18,2018-09-30 23:29:30,18.32021908906661,29.0,21.0,24.1525,1.380952380952381,15.0,9.0,9.4012,1.6666666666666667
training,2018-09-14 00:52:44.801246,thanos::sroute:fb308c0f-ea3a-48ef-a6c3-47763412a90f,FTL,trip-153688636480084238,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2018-09-14 00:52:44.801246,2018-09-14 16:40:40.186789,947.0,False,441,2018-09-14 02:58:33,441.1335145217352,820.0,388.0,544.7531,2.11340206185567,19.0,3.0,5.332,6.333333333333333
training,2018-09-16 21:01:23.908018,thanos::sroute:600046bb-6e88-4a60-ae5a-66a973db8f51,FTL,trip-153713168390777326,IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),IND518401AAA,Nandikotkr_UmarDPP_D (Andhra Pradesh),2018-09-16 21:01:23.908018,2018-09-17 00:13:12.208256,191.0,True,22,2018-09-16 23:23:20,22.13958434208781,42.0,23.0,25.9777,1.826086956521739,42.0,23.0,25.9777,1.826086956521739
training,2018-09-24 04:39:03.594362,thanos::sroute:eb7cb681-acab-41a4-91e4-26e67baea395,FTL,trip-153776394359397010,IND244001AAA,Moradabad_DC (Uttar Pradesh),IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),2018-09-24 15:07:15.289362,2018-09-24 19:18:19.635134,251.0,True,44,2018-09-24 17:11:23,44.61485928155514,126.0,56.0,59.0602,2.25,86.0,33.0,35.4672,2.606060606060606
test,2018-09-28 22:29:55.392118,thanos::sroute:e387b964-5c3a-49b4-95b9-991f29622a26,Carting,trip-153817379539185780,IND742149AAA,Murshidabad_Sirjudol_D (West Bengal),IND742148AAA,Lalgola_KrsprDPP_D (West Bengal),2018-09-28 23:08:22.189512,2018-09-29 01:06:25.070579,118.0,True,18,2018-09-29 00:13:55,18.859237977754248,39.0,15.0,21.3365,2.6,19.0,7.0,11.1061,2.7142857142857144
test,2018-10-02 02:24:32.446102,thanos::sroute:34330d20-1386-457b-8373-f94cc2f3aad2,FTL,trip-153844707244584662,IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),IND532127AAA,Rajam_SamathBv_D (Andhra Pradesh),2018-10-02 02:24:32.446102,2018-10-02 03:40:51.122009,76.0,False,26,2018-10-02 02:50:41,26.676038225743945,44.0,29.0,33.5794,1.5172413793103448,11.0,6.0,8.4631,1.8333333333333333
training,2018-09-14 05:14:51.329917,thanos::sroute:14058670-577e-4371-a06f-fde230fe48aa,FTL,trip-153690209132965828,IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-14 14:31:11.216996,2018-09-14 22:00:38.276214,449.0,True,242,2018-09-14 15:58:09,243.13340079839867,353.0,203.0,282.6786,1.7389162561576357,59.0,17.0,24.8743,3.4705882352941178
test,2018-09-29 02:50:59.827293,thanos::sroute:fd3f8f99-87fc-4613-8abc-fb48199a37ac,Carting,trip-153818945982688628,IND585307AAB,Chincholi_Mainroad_D (Karnataka),IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),2018-09-29 06:58:11.677329,2018-09-29 13:39:35.125084,401.0,True,45,2018-09-29 08:38:38,45.11611384185263,207.0,50.0,52.5442,4.14,74.0,8.0,9.0147,9.25
training,2018-09-15 21:17:57.107819,thanos::sroute:79cd8ef9-b68f-4942-a750-59b5260532f9,FTL,trip-153704627710760362,IND250002AAA,Meerut (Uttar Pradesh),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-17 13:23:26.143009,2018-09-17 19:22:59.157923,359.0,True,44,2018-09-17 16:19:20,44.19254031329155,103.0,50.0,64.8796,2.06,67.0,27.0,33.6932,2.4814814814814814
training,2018-09-20 22:45:16.437888,thanos::sroute:fa83fd49-3327-4503-8e80-bf58ed636cc7,FTL,trip-153748351643766242,IND834002AAB,Ranchi_Hub (Jharkhand),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-21 13:15:29.855301,2018-09-22 18:13:20.518727,1737.0,True,682,2018-09-22 00:36:00,682.890175645611,1053.0,554.0,741.2156,1.9007220216606495,45.0,20.0,29.135900000000003,2.25
training,2018-09-25 10:12:19.147264,thanos::sroute:f736bbd2-bccd-4649-a101-94b6a89ad5dc,FTL,trip-153787033914696327,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-25 10:12:19.147264,2018-09-26 11:34:52.337437,1522.0,True,594,2018-09-25 18:19:16,594.1488518285186,1032.0,544.0,758.7760999999999,1.897058823529412,40.0,25.0,30.647,1.6
training,2018-09-24 07:35:43.960161,thanos::sroute:d44a95bc-1d78-49aa-a987-ea5763aa2cbe,FTL,trip-153777454395990939,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-24 07:35:43.960161,2018-09-25 13:00:11.590026,1764.0,True,1056,2018-09-24 10:30:22,1057.4700724498227,1575.0,955.0,1287.125,1.649214659685864,18.0,19.0,27.559,0.9473684210526316
training,2018-09-19 21:25:45.527394,thanos::sroute:f3222ec8-245c-4b3e-a45e-f859f5941aa2,FTL,trip-153739234552704074,IND431136AAC,Aurangabad_Central_H_1 (Maharashtra),IND431122AAA,Beed_JalnaRd_D (Maharashtra),2018-09-19 21:25:45.527394,2018-09-20 02:16:08.838397,290.0,True,22,2018-09-20 01:43:16,22.01905523088054,32.0,16.0,22.8457,2.0,32.0,16.0,22.8457,2.0
training,2018-09-15 21:54:03.101124,thanos::sroute:cf2e63a5-87d6-4e39-a2d6-5555ed67bd27,FTL,trip-153704844310090347,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-16 02:11:35.430815,2018-09-17 18:54:37.375927,2443.0,True,506,2018-09-17 03:37:24,507.7640504511559,867.0,465.0,621.5274000000001,1.864516129032258,23.0,17.0,24.3756,1.3529411764705883
training,2018-09-20 17:15:32.027491,thanos::sroute:a1b25549-1e77-498f-8538-00292e5bd5a2,FTL,trip-153746373202716346,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-20 17:15:32.027491,2018-09-23 04:17:17.730465,3541.0,True,770,2018-09-21 23:19:18,771.1913100169593,1370.0,635.0,875.4857,2.15748031496063,42.0,17.0,25.0849,2.4705882352941178
training,2018-09-25 06:52:21.637102,thanos::sroute:14c55592-ba2e-4f72-820c-3a22334137cd,FTL,trip-153785834163684464,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),2018-09-25 06:52:21.637102,2018-09-26 18:43:41.953898,2151.0,True,484,2018-09-26 00:27:19,484.0039154425149,1073.0,450.0,634.7993,2.3844444444444446,30.0,17.0,25.1132,1.7647058823529411
training,2018-09-25 17:56:04.920379,thanos::sroute:0456b740-1dad-4929-bbe0-87d8843f5a10,FTL,trip-153789816492012020,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-25 17:56:04.920379,2018-09-27 20:52:42.442879,3056.0,True,220,2018-09-27 15:26:33,221.33234373866225,324.0,215.0,250.9173,1.5069767441860464,24.0,16.0,23.5869,1.5
training,2018-09-16 00:46:24.557847,thanos::sroute:bbda1b14-ddec-4bac-9585-e692bcaeafd6,FTL,trip-153705878455759903,IND140001AAA,RoopNagar_ChotiHvl_DC (Punjab),IND140118AAA,AnandprShb_PnjPiara_D (Punjab),2018-09-16 04:08:10.709195,2018-09-16 05:21:01.340138,72.0,False,30,2018-09-16 04:18:18,30.271273662916528,56.0,33.0,39.125,1.696969696969697,20.0,14.0,12.7959,1.4285714285714286
training,2018-09-25 20:01:54.399156,thanos::sroute:85582793-a37e-4faf-820a-ae6cf4a53c42,FTL,trip-153790571439873491,IND302014AAA,Jaipur_Hub (Rajasthan),IND313001AAB,Udaipur_Mangri_I (Rajasthan),2018-09-25 20:01:54.399156,2018-09-26 08:41:07.705507,759.0,True,22,2018-09-26 07:54:50,22.30891933940063,29.0,20.0,26.9843,1.45,29.0,20.0,26.9843,1.45
training,2018-09-20 03:10:33.443305,thanos::sroute:df9d6eee-735b-4382-8f3e-1df9fa27c738,Carting,trip-153741303344305239,IND400072AAB,Mumbai Hub (Maharashtra),IND400015AAA,Mumbai_CottonGreen_DPC (Maharashtra),2018-09-20 03:10:33.443305,2018-09-20 05:21:18.464085,130.0,False,15,2018-09-20 03:54:06,15.134336538084977,55.0,17.0,18.6957,3.235294117647059,23.0,8.0,9.5049,2.875
training,2018-09-21 22:05:06.432631,thanos::sroute:19917b5d-0f5c-4192-8144-eeae5563cde2,FTL,trip-153756750643237609,IND591304AAA,Athani_VikrmMah_D (Karnataka),IND586101AAA,Bijapur_KirtiNgr_D (Karnataka),2018-09-22 03:00:09.602535,2018-09-22 05:12:29.314845,132.0,False,69,2018-09-22 03:19:56,69.53653572014088,108.0,65.0,74.76639999999999,1.6615384615384616,8.0,1.0,2.0257,8.0
training,2018-09-23 17:41:53.732889,thanos::sroute:268e6734-1919-4a6e-9e33-2a94346c54af,Carting,trip-153772451373263198,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-23 17:41:53.732889,2018-09-24 00:53:48.822839,431.0,True,63,2018-09-23 22:11:24,64.89097439659668,159.0,96.0,80.6904,1.65625,19.0,29.0,13.5802,0.6551724137931034
training,2018-09-19 13:10:13.992715,thanos::sroute:b311e31a-9e68-4e8b-9254-904e150af0eb,Carting,trip-153736261399247821,IND400072AAB,Mumbai Hub (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-19 13:10:13.992715,2018-09-19 17:56:35.580738,286.0,True,18,2018-09-19 14:41:54,18.113290900382196,88.0,18.0,24.0453,4.888888888888889,28.0,10.0,11.1967,2.8
training,2018-09-21 16:35:31.343893,thanos::sroute:69633991-6513-4476-9b36-99f82c3bd929,FTL,trip-153754773134365533,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND444005AAB,Akola_Gaurkshn_I (Maharashtra),2018-09-21 16:35:31.343893,2018-09-22 14:47:49.530413,1332.0,True,132,2018-09-22 09:45:30,133.08602349043804,273.0,115.0,155.88170000000002,2.373913043478261,33.0,17.0,25.2309,1.9411764705882355
training,2018-09-18 00:34:46.450123,thanos::sroute:adfe08d8-90c1-4170-aea7-04ce5691b435,FTL,trip-153723089021847596,IND110037AAM,Delhi_Airport_H (Delhi),IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),2018-09-18 00:34:46.450123,2018-09-18 18:33:18.717029,1078.0,True,242,2018-09-18 11:45:23,243.0027805951145,385.0,189.0,269.0707,2.037037037037037,50.0,18.0,26.1152,2.7777777777777777
training,2018-09-14 23:00:05.982110,thanos::sroute:67c77992-49e3-4594-9a75-9861ef082a00,FTL,trip-153696600598184531,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND131028AAB,Sonipat_Kundli_H (Haryana),2018-09-14 23:00:05.982110,2018-09-16 11:29:07.574246,2189.0,True,704,2018-09-15 14:54:11,707.973373819372,1217.0,619.0,862.9755,1.966074313408724,47.0,29.0,33.444,1.6206896551724137
test,2018-09-29 20:33:23.162628,thanos::sroute:65298ce5-d9ee-4614-80fe-0b619cfd3758,FTL,trip-153825320316237790,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND302014AAA,Jaipur_Hub (Rajasthan),2018-09-29 20:33:23.162628,2018-10-02 00:08:55.135031,3095.0,True,1430,2018-09-30 06:20:33,1430.730751008305,2501.0,1248.0,1708.5476999999998,2.00400641025641,23.0,18.0,26.7798,1.2777777777777777
training,2018-09-19 19:41:49.491501,thanos::sroute:9ff9217a-3084-48e0-aab2-b3406069540e,FTL,trip-153738610949125288,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2018-09-19 19:41:49.491501,2018-09-20 18:43:49.760288,1382.0,True,374,2018-09-20 06:30:40,379.6017898848039,647.0,337.0,470.3854,1.9198813056379824,36.0,19.0,27.4275,1.894736842105263
training,2018-09-24 01:58:11.702037,thanos::sroute:ee7be94e-0530-43c3-9f5d-512ebdf359d7,FTL,trip-153775429170172530,IND383315AAC,Modasa_Central_D_1 (Gujarat),IND383255AAB,Khedbrahma_Patelfli_D (Gujarat),2018-09-24 05:08:35.402978,2018-09-24 07:12:12.996893,123.0,False,66,2018-09-24 05:08:35.402978,66.15071278063368,121.0,91.0,90.7228,1.3296703296703296,3.0,2.0,2.6936,1.5
test,2018-10-01 08:05:57.285880,thanos::sroute:e2f5faaa-455a-494b-a501-549c3e3081ec,FTL,trip-153838115728564287,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-10-02 00:54:32.867870,2018-10-03 07:40:09.581484,1845.0,True,66,2018-10-03 04:29:59,66.04084216942215,177.0,68.0,86.349,2.6029411764705883,55.0,35.0,43.0421,1.5714285714285714
training,2018-09-12 05:03:02.679888,thanos::sroute:25dd334d-e30d-4cfa-b6e8-192bcfe84fcc,FTL,trip-153672858267952820,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-12 20:03:34.123285,2018-09-14 08:15:55.493551,2172.0,True,132,2018-09-14 03:01:27,133.10801335485425,309.0,128.0,151.9096,2.4140625,21.0,10.0,14.1914,2.1
training,2018-09-16 09:23:07.983395,thanos::sroute:3fdf6816-d93f-47d7-80b4-d039fb68c828,FTL,trip-153708978798314114,IND683511AAA,Aluva_Peedika_H (Kerala),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-16 09:23:07.983395,2018-09-17 01:43:06.003317,979.0,True,308,2018-09-16 13:17:20,308.4417555789301,658.0,387.0,433.489,1.7002583979328163,78.0,35.0,33.8844,2.2285714285714286
training,2018-09-26 05:01:16.159877,thanos::sroute:d44a95bc-1d78-49aa-a987-ea5763aa2cbe,FTL,trip-153793807615959201,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-26 05:01:16.159877,2018-09-27 13:15:13.376873,1933.0,True,1012,2018-09-26 11:40:10,1013.3202420056696,1533.0,918.0,1233.5238,1.669934640522876,62.0,27.0,28.975900000000003,2.2962962962962963
test,2018-10-01 06:22:12.584664,thanos::sroute:ca336899-47aa-4622-9885-b9fbb2302aeb,Carting,trip-153837493258443624,IND302014AAB,Jaipur_Central_I_7 (Rajasthan),IND302023AAA,Ambabadi_DC (Rajasthan),2018-10-01 06:22:12.584664,2018-10-01 08:40:50.108192,138.0,True,9,2018-10-01 07:44:33,9.19177141108779,51.0,12.0,12.9931,4.25,51.0,12.0,12.9931,4.25
training,2018-09-26 17:45:55.592630,thanos::sroute:ef440d0b-5e79-4fe0-a7de-1cfa8c2d010c,FTL,trip-153798395559236707,IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-28 21:55:50.537227,2018-09-29 16:46:43.193019,1130.0,True,154,2018-09-29 12:17:51,154.76330201399304,244.0,160.0,190.2457,1.525,34.0,69.0,71.6918,0.4927536231884058
test,2018-09-27 04:35:42.437885,thanos::sroute:a4bf93af-8105-4dff-818e-cb79ddd69761,FTL,trip-153802294243762443,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),2018-09-27 04:35:42.437885,2018-09-29 02:56:08.000814,2780.0,True,484,2018-09-28 07:59:50,485.7535716966812,978.0,483.0,621.01,2.0248447204968945,39.0,23.0,33.877300000000005,1.6956521739130437
training,2018-09-26 23:43:06.111806,thanos::sroute:58222da8-2ddc-46cd-be17-0ebd8374fbb8,FTL,trip-153800538611156035,IND382715AAA,Kadi_KaranNGR_D (Gujarat),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2018-09-27 01:10:54.554447,2018-09-27 02:58:26.540232,107.0,False,49,2018-09-27 01:10:54.554447,49.34817591674635,102.0,54.0,61.1827,1.8888888888888888,18.0,7.0,8.0433,2.571428571428572
test,2018-10-01 17:58:18.354715,thanos::sroute:e6635ca8-c8d4-4b1d-b954-39cc676f180d,FTL,trip-153841669835443721,IND395023AAA,Surat_HUB (Gujarat),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-10-02 07:07:16.947854,2018-10-03 15:25:14.737233,1937.0,True,440,2018-10-03 03:03:53,440.0101568951021,736.0,359.0,487.6948,2.050139275766017,24.0,16.0,22.6786,1.5
training,2018-09-22 21:54:41.729991,thanos::sroute:a3414a57-5b1f-4cc0-bf8e-1a46456c9f53,FTL,trip-153765328172969831,IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),IND395023AAA,Surat_HUB (Gujarat),2018-09-23 15:12:27.082716,2018-09-24 04:51:32.294827,819.0,True,286,2018-09-23 21:10:33,287.5958813520538,448.0,278.0,375.2782,1.6115107913669064,56.0,34.0,47.0057,1.6470588235294117
training,2018-09-18 20:33:43.254921,thanos::sroute:ab86dc92-e57a-4321-97a9-cab7e3ec3a72,FTL,trip-153730282325464876,IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),IND274001AAA,Deoria_CCRoad_D (Uttar Pradesh),2018-09-18 20:33:43.254921,2018-09-19 00:56:52.489869,263.0,False,52,2018-09-18 22:25:19,52.09333396888564,132.0,40.0,56.4292,3.3,20.0,10.0,8.812700000000001,2.0
test,2018-10-01 00:29:46.865618,thanos::sroute:714d43e3-aa30-41a1-94c9-560a8c64af81,Carting,trip-153835378686538044,IND585314AAA,Aland_RazaviRd_D (Karnataka),IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),2018-10-01 08:01:16.876826,2018-10-01 13:39:03.328908,337.0,True,18,2018-10-01 11:26:32,18.232419820471915,39.0,20.0,21.042900000000003,1.95,23.0,8.0,9.6457,2.875
training,2018-09-19 22:08:48.787224,thanos::sroute:be1c03eb-fd2f-4455-a933-5e3d0857e027,FTL,trip-153739492878697753,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-19 22:08:48.787224,2018-09-22 10:46:52.415533,3638.0,True,22,2018-09-22 09:38:03,26.915682723097344,31.0,20.0,28.5382,1.55,31.0,20.0,28.5382,1.55
training,2018-09-21 15:10:28.464376,thanos::sroute:f7de4133-6bd9-4367-a7f7-ab190b620d59,FTL,trip-153754262846415459,IND413401AAA,Barshi_Kurduwdi_D (Maharashtra),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-22 02:43:07.751182,2018-09-22 09:38:25.546381,415.0,True,154,2018-09-22 04:29:18,155.6674845498278,257.0,127.0,169.5472,2.0236220472440944,28.0,18.0,24.619,1.5555555555555556
test,2018-10-02 10:50:59.313464,thanos::sroute:911f6f84-2799-473b-8702-b5e367630375,FTL,trip-153847745931324524,IND382430AAB,Ahmedabad_East_H_1 (Gujarat),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-10-02 10:50:59.313464,2018-10-03 17:05:28.460632,1814.0,True,462,2018-10-03 05:32:15,462.05028585335634,693.0,388.0,536.1732,1.7860824742268042,48.0,19.0,27.0783,2.526315789473684
test,2018-09-29 04:08:37.195487,thanos::sroute:a4bf93af-8105-4dff-818e-cb79ddd69761,FTL,trip-153819411719523934,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),2018-09-29 04:08:37.195487,2018-10-01 04:23:26.608317,2894.0,True,572,2018-09-30 08:02:49,574.5879949577718,1050.0,565.0,763.0754000000001,1.8584070796460177,30.0,20.0,28.6743,1.5
test,2018-10-01 13:47:17.688999,thanos::sroute:d5aa647d-c118-48ed-ad09-d88103f8c4de,Carting,trip-153840163768874183,IND600032AAB,Chennai_Hub (Tamil Nadu),IND600044AAD,Chennai_Chrompet_DPC (Tamil Nadu),2018-10-01 13:47:17.688999,2018-10-01 14:54:00.309047,66.0,False,9,2018-10-01 14:24:07,9.300793317210886,24.0,11.0,10.0358,2.1818181818181817,0.0,0.0,0.0,-1.0
